"exam_date","first_name","last_name","email","date_of_birth","gpa","course_name","exam_name","building_name","room_name","capacity","has_projector","has_computers","is_accessible","grade","state"
"2024-01-05","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Sociology","Final Exam","Library","Room 901","90","f","f","t","46.29","Ohio"
"2024-01-05","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Sociology","Final Exam","Library","Room 901","90","f","f","t","86.96","Michigan"
"2023-12-02","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","76.27","New York"
"2023-12-02","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","83.56","Florida"
"2023-12-02","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","23.07","Illinois"
"2023-12-02","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Foreign Language","Midterm Exam","Arts Building","Room 701","70","f","f","t","26.50","Pennsylvania"
"2023-12-02","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","17.25","Ohio"
"2023-12-02","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","69.97","North Carolina"
"2024-02-10","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Medicine","Final Exam","Engineering Building","Room 801","80","t","t","f","82.57","North Carolina"
"2024-02-10","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Medicine","Final Exam","Engineering Building","Room 801","80","t","t","f","74.32","California"
"2024-02-10","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Medicine","Final Exam","Main Building","Room A01","100","t","t","t","69.12","Pennsylvania"
"2024-02-10","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Medicine","Final Exam","Main Building","Room A01","100","t","t","t","55.89","Ohio"
"2023-10-25","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","English","Midterm Exam","Library","Room 501","70","f","f","t","55.17","Texas"
"2023-10-25","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","English","Midterm Exam","Science Building","Room 201","40","t","t","t","68.24","Illinois"
"2023-10-25","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","English","Midterm Exam","Library","Room 901","90","f","f","t","88.33","Ohio"
"2023-10-25","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","English","Midterm Exam","Science Building","Room 201","40","t","t","t","100.00","Michigan"
"2023-10-25","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","English","Midterm Exam","Library","Room 901","90","f","f","t","34.79","North Carolina"
"2023-10-25","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","English","Midterm Exam","Science Building","Room 201","40","t","t","t","19.19","New York"
"2023-10-25","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","English","Midterm Exam","Library","Room 901","90","f","f","t","60.95","Pennsylvania"
"2023-10-25","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","English","Midterm Exam","Science Building","Room 201","40","t","t","t","53.92","California"
"2023-10-25","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","English","Midterm Exam","Library","Room 901","90","f","f","t","24.54","New York"
"2023-10-25","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","English","Midterm Exam","Library","Room 901","90","f","f","t","53.27","Florida"
"2023-10-25","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","English","Midterm Exam","Library","Room 901","90","f","f","t","70.92","Illinois"
"2023-10-25","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","English","Midterm Exam","Science Building","Room 201","40","t","t","t","76.59","Ohio"
"2023-10-25","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","English","Midterm Exam","Library","Room 901","90","f","f","t","67.40","Michigan"
"2023-10-25","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","English","Midterm Exam","Science Building","Room 201","40","t","t","t","34.99","North Carolina"
"2023-12-20","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","English","Final Exam","Library","Room 501","70","f","f","t","41.06","California"
"2023-12-20","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","English","Final Exam","Engineering Building","Room 401","60","t","t","f","34.01","New York"
"2023-12-20","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","English","Final Exam","Engineering Building","Room 401","60","t","t","f","91.21","Michigan"
"2023-12-20","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","English","Final Exam","Library","Room 501","70","f","f","t","10.68","North Carolina"
"2023-12-20","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","English","Final Exam","Library","Room 501","70","f","f","t","32.12","Texas"
"2023-12-20","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","English","Final Exam","Engineering Building","Room 401","60","t","t","f","85.16","Illinois"
"2023-12-20","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","English","Final Exam","Library","Room 501","70","f","f","t","56.86","Pennsylvania"
"2023-12-20","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","English","Final Exam","Library","Room 501","70","f","f","t","95.79","New York"
"2023-12-20","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","English","Final Exam","Library","Room 501","70","f","f","t","30.99","Florida"
"2023-12-20","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","English","Final Exam","Library","Room 501","70","f","f","t","33.36","Illinois"
"2023-12-20","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","English","Final Exam","Engineering Building","Room 401","60","t","t","f","40.52","Pennsylvania"
"2023-12-20","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","English","Final Exam","Library","Room 501","70","f","f","t","8.64","Michigan"
"2023-12-20","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","English","Final Exam","Library","Room 501","70","f","f","t","95.09","North Carolina"
"2023-10-28","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Physics","Midterm Exam","Science Building","Room 601","60","t","t","t","91.25","California"
"2023-10-28","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Physics","Midterm Exam","Science Building","Room 601","60","t","t","t","98.69","Texas"
"2023-10-28","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Physics","Midterm Exam","Science Building","Room 601","60","t","t","t","72.42","Florida"
"2023-10-28","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Physics","Midterm Exam","Library","Room 501","70","f","f","t","96.17","Ohio"
"2023-10-28","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Physics","Midterm Exam","Science Building","Room 601","60","t","t","t","46.56","Georgia"
"2023-10-28","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Physics","Midterm Exam","Science Building","Room 601","60","t","t","t","54.42","North Carolina"
"2023-10-28","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Physics","Midterm Exam","Library","Room 501","70","f","f","t","71.40","Illinois"
"2023-10-28","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Physics","Midterm Exam","Library","Room 501","70","f","f","t","64.88","Georgia"
"2023-10-28","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Physics","Midterm Exam","Library","Room 501","70","f","f","t","20.50","New York"
"2023-10-28","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Physics","Midterm Exam","Library","Room 501","70","f","f","t","13.05","Texas"
"2023-10-28","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Physics","Midterm Exam","Library","Room 501","70","f","f","t","80.44","Pennsylvania"
"2023-10-28","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Physics","Midterm Exam","Science Building","Room 601","60","t","t","t","72.56","Michigan"
"2023-12-23","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Physics","Final Exam","Engineering Building","Room 801","80","t","t","f","21.20","New York"
"2023-12-23","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Physics","Final Exam","Main Building","Room 101","50","t","f","t","83.14","Texas"
"2023-12-23","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Physics","Final Exam","Main Building","Room 101","50","t","f","t","41.64","Florida"
"2023-12-23","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Physics","Final Exam","Engineering Building","Room 801","80","t","t","f","70.83","Illinois"
"2023-12-23","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Physics","Final Exam","Main Building","Room 101","50","t","f","t","83.56","Pennsylvania"
"2023-12-23","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Physics","Final Exam","Main Building","Room 101","50","t","f","t","75.60","Michigan"
"2023-12-23","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Physics","Final Exam","Engineering Building","Room 801","80","t","t","f","76.66","Georgia"
"2023-12-23","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Physics","Final Exam","Main Building","Room 101","50","t","f","t","74.07","New York"
"2023-12-23","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Physics","Final Exam","Main Building","Room 101","50","t","f","t","27.91","Texas"
"2023-12-23","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Physics","Final Exam","Main Building","Room 101","50","t","f","t","93.29","Illinois"
"2023-12-23","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Physics","Final Exam","Engineering Building","Room 801","80","t","t","f","44.88","Pennsylvania"
"2023-12-23","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Physics","Final Exam","Engineering Building","Room 801","80","t","t","f","88.55","Michigan"
"2023-12-23","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Physics","Final Exam","Main Building","Room 101","50","t","f","t","23.95","North Carolina"
"2023-12-23","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Physics","Final Exam","Engineering Building","Room 801","80","t","t","f","69.15","California"
"2023-12-23","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Physics","Final Exam","Main Building","Room 101","50","t","f","t","49.09","Texas"
"2023-11-20","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Art","Project Presentation","Main Building","Room A01","100","t","t","t","36.39","Michigan"
"2023-11-20","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Art","Project Presentation","Arts Building","Room 301","30","f","f","t","22.51","North Carolina"
"2023-11-20","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Art","Project Presentation","Engineering Building","Room 401","60","t","t","f","14.93","Texas"
"2023-11-20","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Art","Project Presentation","Arts Building","Room 301","30","f","f","t","80.01","Illinois"
"2023-11-20","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Art","Project Presentation","Arts Building","Room 301","30","f","f","t","74.95","Pennsylvania"
"2023-11-20","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Art","Project Presentation","Engineering Building","Room 401","60","t","t","f","44.65","Ohio"
"2023-11-20","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Art","Project Presentation","Engineering Building","Room 401","60","t","t","f","37.12","Michigan"
"2023-11-20","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Art","Project Presentation","Engineering Building","Room 401","60","t","t","f","26.13","North Carolina"
"2023-11-02","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","41.65","California"
"2023-11-02","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","26.06","New York"
"2023-11-02","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","44.97","Texas"
"2023-11-02","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","81.72","Illinois"
"2023-11-02","Olivia","Anderson","olivia.anderson@jsuniversity.edu","2002-10-05","3.15","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","93.09","Pennsylvania"
"2023-11-02","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Economics","Midterm Exam","Arts Building","Room 701","70","f","f","t","81.01","Michigan"
"2023-11-02","David","Jones","david.jones@jsuniversity.edu","2002-07-30","2.87","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","8.01","Georgia"
"2023-11-02","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Economics","Midterm Exam","Arts Building","Room 701","70","f","f","t","89.94","North Carolina"
"2023-11-02","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","15.96","California"
"2023-11-02","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","16.42","New York"
"2023-11-02","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","28.97","Florida"
"2023-11-02","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Economics","Midterm Exam","Arts Building","Room 701","70","f","f","t","23.84","Illinois"
"2023-11-02","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","37.39","Ohio"
"2023-11-02","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","94.49","Michigan"
"2023-11-02","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","37.61","North Carolina"
"2023-11-02","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","49.57","New York"
"2023-11-02","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","51.35","Florida"
"2023-11-02","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","76.39","Michigan"
"2023-11-02","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Economics","Midterm Exam","Arts Building","Room 301","30","f","f","t","78.74","North Carolina"
"2023-12-30","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","94.94","California"
"2023-12-30","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","89.15","Florida"
"2023-12-30","Daniel","Miller","daniel.miller@jsuniversity.edu","2002-06-02","3.62","Economics","Final Exam","Library","Room 901","90","f","f","t","59.40","Illinois"
"2023-12-30","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Economics","Final Exam","Library","Room 901","90","f","f","t","64.32","Michigan"
"2023-12-30","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Economics","Final Exam","Library","Room 901","90","f","f","t","37.50","North Carolina"
"2023-12-30","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","94.51","New York"
"2023-12-30","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","41.72","Florida"
"2023-12-30","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","35.22","Illinois"
"2023-12-30","Chloe","Perez","chloe.perez@jsuniversity.edu","2002-05-18","3.12","Economics","Final Exam","Library","Room 901","90","f","f","t","9.02","Pennsylvania"
"2023-12-30","Benjamin","Thomas","benjamin.thomas@jsuniversity.edu","2002-08-03","3.78","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","27.65","Ohio"
"2023-12-30","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","47.45","Michigan"
"2023-12-30","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","7.48","Georgia"
"2023-12-30","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","26.13","North Carolina"
"2023-12-30","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","98.53","California"
"2023-12-30","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Economics","Final Exam","Library","Room 901","90","f","f","t","28.30","Texas"
"2023-12-30","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","69.09","Florida"
"2023-12-30","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","36.73","Pennsylvania"
"2023-12-30","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Economics","Final Exam","Engineering Building","Room 801","80","t","t","f","38.00","Michigan"
"2023-11-25","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Economics","Term Paper","Science Building","Room 601","60","t","t","t","29.88","Texas"
"2023-12-02","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Foreign Language","Midterm Exam","Arts Building","Room 701","70","f","f","t","39.37","New York"
"2023-12-02","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","23.57","Texas"
"2023-12-02","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","22.43","Florida"
"2023-12-02","Isabella","Rodriguez","isabella.rodriguez@jsuniversity.edu","2003-08-02","3.25","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","83.57","Pennsylvania"
"2023-12-02","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","79.14","Ohio"
"2023-12-02","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Foreign Language","Midterm Exam","Science Building","Room 601","60","t","t","t","9.89","Georgia"
"2023-12-02","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Foreign Language","Midterm Exam","Main Building","Room 101","50","t","f","t","24.65","North Carolina"
"2024-02-02","John","Smith","john.smith@jsuniversity.edu","2002-05-15","3.25","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","30.92","California"
"2024-02-02","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","70.47","New York"
"2024-02-02","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","67.61","Texas"
"2024-02-02","Mia","Clark","mia.clark@jsuniversity.edu","2002-12-08","3.05","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","46.84","North Carolina"
"2024-02-02","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","49.57","California"
"2024-02-02","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","53.66","New York"
"2024-02-02","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","99.88","Texas"
"2024-02-02","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","46.04","Florida"
"2024-02-02","Lucas","Davis","lucas.davis@jsuniversity.edu","2002-06-05","3.55","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","44.48","Illinois"
"2024-02-02","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","76.44","Michigan"
"2024-02-02","Liam","Roberts","liam.roberts@jsuniversity.edu","2002-09-22","2.95","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","58.37","North Carolina"
"2024-02-02","Oliver","Martinez","oliver.martinez@jsuniversity.edu","2003-04-15","3.42","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","82.66","California"
"2024-02-02","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","25.55","Florida"
"2024-02-02","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","15.12","Illinois"
"2024-02-02","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","39.01","Ohio"
"2024-02-02","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","38.26","Michigan"
"2024-02-02","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","92.29","Georgia"
"2024-02-02","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Foreign Language","Final Exam","Library","Room 901","90","f","f","t","97.63","North Carolina"
"2023-12-05","Michael","Brown","michael.brown@jsuniversity.edu","2002-03-10","3.48","Physical Education","Midterm Exam","Science Building","Room 601","60","t","t","t","72.01","Texas"
"2023-12-05","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Physical Education","Midterm Exam","Engineering Building","Room 401","60","t","t","f","73.87","Florida"
"2023-12-05","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Physical Education","Midterm Exam","Science Building","Room 601","60","t","t","t","85.28","Ohio"
"2023-12-05","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Physical Education","Midterm Exam","Science Building","Room 601","60","t","t","t","17.53","California"
"2023-12-05","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Physical Education","Midterm Exam","Science Building","Room 601","60","t","t","t","85.44","New York"
"2023-12-05","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Physical Education","Midterm Exam","Engineering Building","Room 401","60","t","t","f","52.94","Texas"
"2023-12-05","Sofia","Johnson","sofia.johnson@jsuniversity.edu","2002-07-10","3.15","Physical Education","Midterm Exam","Engineering Building","Room 401","60","t","t","f","8.38","Florida"
"2023-12-05","Grace","Wilson","grace.wilson@jsuniversity.edu","2002-02-01","3.25","Physical Education","Midterm Exam","Engineering Building","Room 401","60","t","t","f","26.22","Michigan"
"2023-12-05","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Physical Education","Midterm Exam","Engineering Building","Room 401","60","t","t","f","39.60","Georgia"
"2023-12-05","Ava","Lopez","ava.lopez@jsuniversity.edu","2003-09-28","3.05","Physical Education","Midterm Exam","Engineering Building","Room 401","60","t","t","f","61.44","Florida"
"2023-12-05","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Physical Education","Midterm Exam","Science Building","Room 601","60","t","t","t","93.04","Illinois"
"2023-12-05","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Physical Education","Midterm Exam","Science Building","Room 601","60","t","t","t","48.94","Ohio"
"2023-12-05","Liam","Ramirez","liam.ramirez@jsuniversity.edu","2003-11-08","3.21","Physical Education","Midterm Exam","Engineering Building","Room 401","60","t","t","f","64.94","Georgia"
"2023-12-05","Harper","Torres","harper.torres@jsuniversity.edu","2003-12-15","3.95","Physical Education","Midterm Exam","Science Building","Room 601","60","t","t","t","100.00","North Carolina"
"2024-02-05","Alice","Johnson","alice.johnson@jsuniversity.edu","2002-08-20","3.12","Physical Education","Final Exam","Science Building","Room 601","60","t","t","t","36.39","New York"
"2024-02-05","Emma","Taylor","emma.taylor@jsuniversity.edu","2002-11-28","2.98","Physical Education","Final Exam","Science Building","Room 601","60","t","t","t","64.09","Florida"
"2024-02-05","William","Wilson","william.wilson@jsuniversity.edu","2002-09-17","3.33","Physical Education","Final Exam","Science Building","Room 601","60","t","t","t","35.87","Ohio"
"2024-02-05","Sophia","Moore","sophia.moore@jsuniversity.edu","2002-04-19","3.75","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","16.26","Michigan"
"2024-02-05","Ethan","White","ethan.white@jsuniversity.edu","2002-02-22","3.42","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","23.10","California"
"2024-02-05","Ava","Garcia","ava.garcia@jsuniversity.edu","2002-01-15","2.98","Physical Education","Final Exam","Science Building","Room 601","60","t","t","t","82.92","New York"
"2024-02-05","Liam","Anderson","liam.anderson@jsuniversity.edu","2002-03-28","3.68","Physical Education","Final Exam","Science Building","Room 601","60","t","t","t","13.56","Texas"
"2024-02-05","Ella","Moore","ella.moore@jsuniversity.edu","2002-10-14","3.21","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","43.09","Georgia"
"2024-02-05","Evelyn","Gonzalez","evelyn.gonzalez@jsuniversity.edu","2003-06-20","3.18","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","11.56","New York"
"2024-02-05","Liam","Hernandez","liam.hernandez@jsuniversity.edu","2003-01-10","3.55","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","68.67","Texas"
"2024-02-05","Noah","Wright","noah.wright@jsuniversity.edu","2003-05-12","3.78","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","27.30","Illinois"
"2024-02-05","Mason","Sanchez","mason.sanchez@jsuniversity.edu","2003-07-19","3.68","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","53.14","Ohio"
"2024-02-05","Sophia","Gomez","sophia.gomez@jsuniversity.edu","2003-02-28","3.12","Physical Education","Final Exam","Engineering Building","Room 401","60","t","t","f","72.64","Michigan"
